CustomerID,recency,frequency,monetary,avg_basket,unique_products,clv,lifespan_days,kmeans_cluster,dbscan_cluster,hierarchical_cluster,cluster_name
12535.0,91,2,716.35,21.069117647058825,28,716.35,95,1,0,2,Regular Loyalists
12536.0,42,3,12601.830000000002,48.282873563218395,260,12601.830000000002,16,2,-1,0,Premium Bulk Buyers
12538.0,28,1,363.95,17.33095238095238,21,363.95,1,3,0,1,One-Time Shoppers
12539.0,21,4,5568.35,20.396886446886448,157,5568.35,312,2,0,0,Premium Bulk Buyers
12540.0,19,17,13400.24,28.03397489539749,277,13400.24,343,2,0,0,Premium Bulk Buyers
12541.0,29,3,981.18,18.868846153846153,46,981.18,252,1,0,2,Regular Loyalists
12544.0,35,1,372.7,19.61578947368421,19,372.7,1,3,0,1,One-Time Shoppers
12545.0,74,2,1000.39,20.0078,42,1000.39,185,1,0,2,Regular Loyalists
12546.0,46,2,1161.5,16.833333333333332,59,1161.5,32,1,0,2,Regular Loyalists
12547.0,197,2,207.79999999999998,25.974999999999998,7,207.79999999999998,83,3,0,2,One-Time Shoppers
12548.0,165,1,95.19999999999999,19.04,5,95.19999999999999,1,3,0,1,One-Time Shoppers
12550.0,78,1,964.83,16.92684210526316,57,964.83,1,3,0,1,One-Time Shoppers
12551.0,357,1,168.0,16.8,10,168.0,1,3,0,1,One-Time Shoppers
12552.0,38,2,437.82,21.891,20,437.82,1,3,0,1,One-Time Shoppers
12553.0,7,10,3692.28,19.33130890052356,95,3692.28,322,2,0,0,Premium Bulk Buyers
12556.0,49,2,603.71,4.989338842975207,100,603.71,101,1,0,2,Regular Loyalists
12557.0,15,5,11990.960000000001,363.36242424242425,15,11990.960000000001,356,0,-1,0,Occasional Buyers
12558.0,7,1,269.96,24.54181818181818,11,269.96,1,3,0,1,One-Time Shoppers
12559.0,310,2,561.71,26.74809523809524,21,561.71,9,3,0,2,One-Time Shoppers
12560.0,4,3,2134.01,20.323904761904764,91,2134.01,138,2,0,0,Premium Bulk Buyers
12561.0,302,1,238.85,14.928125,16,238.85,1,3,0,1,One-Time Shoppers
12562.0,7,7,3781.7400000000002,22.510357142857146,99,3781.7400000000002,191,2,0,0,Premium Bulk Buyers
12564.0,260,1,456.9,21.757142857142856,21,456.9,1,3,0,1,One-Time Shoppers
12565.0,288,1,145.92,16.21333333333333,9,145.92,1,3,0,1,One-Time Shoppers
12566.0,85,1,351.65,18.507894736842104,19,351.65,1,3,0,1,One-Time Shoppers
12567.0,22,10,9401.28,21.079103139013455,323,9401.28,347,2,0,0,Premium Bulk Buyers
12569.0,1,32,4124.69,21.939840425531912,92,4124.69,251,2,0,0,Premium Bulk Buyers
12571.0,39,2,519.61,15.28264705882353,31,519.61,82,1,0,2,Regular Loyalists
12572.0,8,2,1020.42,17.006999999999998,53,1020.42,44,1,0,2,Regular Loyalists
12573.0,226,1,160.54000000000002,5.733571428571429,26,160.54000000000002,1,3,0,1,One-Time Shoppers
12574.0,315,1,218.45,19.85909090909091,11,218.45,1,3,0,1,One-Time Shoppers
12576.0,35,5,1315.83,14.952613636363635,72,1315.83,269,1,0,2,Regular Loyalists
12577.0,34,3,657.8,4.474829931972788,137,657.8,324,1,0,2,Regular Loyalists
12578.0,20,2,2794.51,24.51324561403509,111,2794.51,309,1,0,2,Regular Loyalists
12579.0,77,1,440.42,15.18689655172414,29,440.42,1,3,0,1,One-Time Shoppers
12580.0,246,1,415.7,17.320833333333333,24,415.7,1,3,0,1,One-Time Shoppers
12581.0,39,1,197.71,13.180666666666667,15,197.71,1,3,0,1,One-Time Shoppers
12582.0,238,2,511.36,23.243636363636366,21,511.36,50,1,0,2,Regular Loyalists
12583.0,2,15,7281.38,29.47927125506073,115,7281.38,371,2,0,0,Premium Bulk Buyers
12584.0,3,9,2338.15,24.355729166666666,44,2338.15,277,2,0,0,Premium Bulk Buyers
12585.0,233,2,2040.1,23.44942528735632,77,2040.1,118,1,0,2,Regular Loyalists
12586.0,16,1,196.94000000000003,17.903636363636366,11,196.94000000000003,1,3,0,1,One-Time Shoppers
12587.0,7,1,144.0,36.0,4,144.0,1,3,0,1,One-Time Shoppers
12588.0,38,1,214.89999999999998,21.49,10,214.89999999999998,1,3,0,1,One-Time Shoppers
12589.0,28,2,646.68,18.47657142857143,29,646.68,116,1,0,2,Regular Loyalists
12590.0,210,2,9864.26,145.06264705882353,68,9864.26,1,0,-1,0,Occasional Buyers
12591.0,316,1,452.84999999999997,17.41730769230769,26,452.84999999999997,1,3,0,1,One-Time Shoppers
12592.0,91,2,437.6,24.311111111111114,11,437.6,122,1,0,2,Regular Loyalists
12593.0,108,3,418.09999999999997,19.909523809523808,14,418.09999999999997,111,1,0,2,Regular Loyalists
12594.0,37,10,3338.2200000000003,28.290000000000003,50,3338.2200000000003,286,2,0,0,Premium Bulk Buyers
12596.0,50,2,618.27,22.898888888888887,25,618.27,191,1,0,2,Regular Loyalists
12597.0,18,4,3811.22,18.50106796116505,184,3811.22,249,2,0,0,Premium Bulk Buyers
12598.0,9,8,3023.08,22.902121212121212,84,3023.08,276,2,0,0,Premium Bulk Buyers
12599.0,28,7,1032.58,16.654516129032256,32,1032.58,276,1,0,2,Regular Loyalists
12600.0,28,10,2599.04,40.61,32,2599.04,343,2,0,0,Premium Bulk Buyers
12601.0,189,5,577.0600000000001,20.609285714285715,21,577.0600000000001,143,1,0,2,Regular Loyalists
12602.0,58,1,153.12,12.76,12,153.12,1,3,0,1,One-Time Shoppers
12603.0,21,1,739.1999999999999,369.59999999999997,2,739.1999999999999,1,0,0,3,Occasional Buyers
12604.0,78,2,254.18,15.88625,15,254.18,183,1,0,2,Regular Loyalists
12607.0,59,1,1579.51,15.63871287128713,101,1579.51,1,1,0,1,Regular Loyalists
12609.0,77,3,1126.85,18.78083333333333,57,1126.85,241,1,0,2,Regular Loyalists
12610.0,22,5,2099.54,19.80698113207547,85,2099.54,104,2,0,2,Premium Bulk Buyers
12611.0,51,1,1193.32,18.35876923076923,65,1193.32,1,1,0,1,Regular Loyalists
12612.0,73,1,704.0400000000001,37.054736842105264,19,704.0400000000001,1,3,0,1,One-Time Shoppers
12613.0,56,5,3344.38,21.858692810457516,124,3344.38,205,2,0,2,Premium Bulk Buyers
12614.0,277,1,315.6,15.780000000000001,20,315.6,1,3,0,1,One-Time Shoppers
12615.0,1,4,2291.19,21.820857142857143,82,2291.19,167,2,0,2,Premium Bulk Buyers
12616.0,94,2,713.3,22.290625,25,713.3,203,1,0,2,Regular Loyalists
12617.0,28,1,355.53,8.465,39,355.53,1,3,0,1,One-Time Shoppers
12618.0,21,1,177.31,16.11909090909091,11,177.31,1,3,0,1,One-Time Shoppers
12619.0,15,9,3641.24,40.45822222222222,50,3641.24,238,2,0,0,Premium Bulk Buyers
12620.0,14,3,1339.41,14.558804347826088,89,1339.41,190,1,0,2,Regular Loyalists
12621.0,1,20,13689.67,29.31406852248394,261,13689.67,365,2,0,0,Premium Bulk Buyers
12622.0,231,1,180.1,16.37272727272727,11,180.1,1,3,0,1,One-Time Shoppers
12623.0,275,1,305.1,16.950000000000003,18,305.1,1,3,0,1,One-Time Shoppers
12624.0,105,2,641.13,16.87184210526316,36,641.13,72,1,0,2,Regular Loyalists
12625.0,211,2,2683.82,31.207209302325584,73,2683.82,108,1,0,2,Regular Loyalists
12626.0,22,9,6620.48,22.51863945578231,232,6620.48,304,2,0,0,Premium Bulk Buyers
12627.0,10,7,4478.53,19.47186956521739,162,4478.53,130,2,0,0,Premium Bulk Buyers
12628.0,3,3,786.46,19.181951219512197,34,786.46,61,1,0,2,Regular Loyalists
12630.0,9,2,1270.88,19.8575,60,1270.88,35,1,0,2,Regular Loyalists
12631.0,56,1,640.5,20.661290322580644,31,640.5,1,3,0,1,One-Time Shoppers
12633.0,58,4,2163.98,21.425544554455445,73,2163.98,230,1,0,2,Regular Loyalists
12635.0,89,2,1689.18,16.724554455445546,96,1689.18,66,1,0,2,Regular Loyalists
12637.0,66,8,6021.9,15.440769230769229,205,6021.9,257,2,0,0,Premium Bulk Buyers
12638.0,32,1,671.69,17.222820512820515,39,671.69,1,3,0,1,One-Time Shoppers
12639.0,238,1,486.1,22.095454545454547,22,486.1,1,3,0,1,One-Time Shoppers
12640.0,23,3,1174.58,22.16188679245283,47,1174.58,58,1,0,2,Regular Loyalists
12641.0,114,1,185.9,18.59,10,185.9,1,3,0,1,One-Time Shoppers
12642.0,24,3,1013.26,21.558723404255318,39,1013.26,83,1,0,2,Regular Loyalists
12643.0,127,6,3344.64,139.35999999999999,11,3344.64,205,0,-1,0,Occasional Buyers
12644.0,129,1,477.91,15.416451612903227,31,477.91,1,3,0,1,One-Time Shoppers
12645.0,33,4,1775.18,24.31753424657534,58,1775.18,283,1,0,2,Regular Loyalists
12646.0,4,2,1346.97,29.932666666666666,43,1346.97,45,1,0,2,Regular Loyalists
12647.0,21,12,3722.82,30.76710743801653,78,3722.82,347,2,0,0,Premium Bulk Buyers
12648.0,154,1,318.05,15.145238095238096,21,318.05,1,3,0,1,One-Time Shoppers
12649.0,106,3,623.51,20.113225806451613,28,623.51,106,1,0,2,Regular Loyalists
12650.0,2,1,314.44,15.722,20,314.44,1,3,0,1,One-Time Shoppers
12651.0,334,1,114.0,12.666666666666666,9,114.0,1,3,0,1,One-Time Shoppers
12652.0,330,1,919.98,19.16625,48,919.98,1,3,0,1,One-Time Shoppers
12653.0,148,2,2209.85,51.391860465116274,37,2209.85,148,1,0,0,Regular Loyalists
12654.0,10,5,601.98,15.841578947368422,31,601.98,285,1,0,2,Regular Loyalists
12656.0,16,5,4051.17,32.152142857142856,89,4051.17,217,2,0,0,Premium Bulk Buyers
12657.0,10,4,1643.18,34.961276595744685,35,1643.18,68,1,0,0,Regular Loyalists
12658.0,18,1,686.05,19.056944444444444,36,686.05,1,3,0,1,One-Time Shoppers
12659.0,29,1,91.68,18.336000000000002,5,91.68,1,3,0,1,One-Time Shoppers
12660.0,10,1,245.1,18.853846153846153,13,245.1,1,3,0,1,One-Time Shoppers
12662.0,0,11,3849.78,16.73817391304348,129,3849.78,373,2,0,0,Premium Bulk Buyers
12664.0,7,9,4881.88,131.94270270270272,10,4881.88,315,2,0,0,Premium Bulk Buyers
12665.0,324,1,63.0,21.0,3,63.0,1,3,0,1,One-Time Shoppers
12667.0,57,1,620.13,18.791818181818183,33,620.13,1,3,0,1,One-Time Shoppers
12668.0,11,4,3807.15,23.64689440993789,115,3807.15,344,2,0,0,Premium Bulk Buyers
12669.0,150,3,2744.0299999999997,27.168613861386135,98,2744.0299999999997,106,1,0,2,Regular Loyalists
12670.0,9,5,2996.05,32.56576086956522,58,2996.05,223,2,0,0,Premium Bulk Buyers
12672.0,329,1,225.89999999999998,22.589999999999996,10,225.89999999999998,1,3,0,1,One-Time Shoppers
12673.0,4,2,610.52,14.536190476190475,42,610.52,322,1,0,2,Regular Loyalists
12674.0,38,4,1970.6,23.742168674698792,52,1970.6,170,1,0,2,Regular Loyalists
12676.0,24,6,1331.39,29.586444444444446,33,1331.39,287,1,0,2,Regular Loyalists
12678.0,41,12,17628.46,106.83915151515151,105,17628.46,312,2,-1,0,Premium Bulk Buyers
12679.0,58,4,1113.02,23.187916666666666,43,1113.02,226,1,0,2,Regular Loyalists
12680.0,0,4,862.81,16.592499999999998,33,862.81,113,1,0,2,Regular Loyalists
12681.0,14,22,13787.54,21.610564263322885,267,13787.54,354,2,0,0,Premium Bulk Buyers
12682.0,3,31,12288.22,23.406133333333333,209,12288.22,368,2,0,0,Premium Bulk Buyers
12683.0,3,15,8476.57,24.641191860465117,177,8476.57,362,2,0,0,Premium Bulk Buyers
12684.0,7,7,2283.63,21.748857142857144,61,2283.63,206,2,0,0,Premium Bulk Buyers
12685.0,27,6,2863.08,18.236178343949042,117,2863.08,66,2,0,0,Premium Bulk Buyers
12686.0,371,1,89.14,12.734285714285715,7,89.14,1,3,0,1,One-Time Shoppers
12688.0,113,1,4873.8099999999995,28.501812865497072,171,4873.8099999999995,1,1,-1,1,Regular Loyalists
12689.0,25,2,1247.61,17.327916666666667,57,1247.61,102,1,0,2,Regular Loyalists
12690.0,205,1,389.01,24.313125,16,389.01,1,3,0,1,One-Time Shoppers
12691.0,27,6,1035.8,32.36875,21,1035.8,330,1,0,2,Regular Loyalists
12693.0,126,4,855.91,21.946410256410257,35,855.91,193,1,0,2,Regular Loyalists
12694.0,69,2,869.67,23.504594594594593,32,869.67,113,1,0,2,Regular Loyalists
12695.0,6,4,582.1,21.55925925925926,23,582.1,204,1,0,2,Regular Loyalists
12697.0,28,3,957.59,23.355853658536585,37,957.59,141,1,0,2,Regular Loyalists
12700.0,7,4,4939.99,18.432798507462685,193,4939.99,208,2,0,0,Premium Bulk Buyers
12701.0,79,2,797.71,15.051132075471699,50,797.71,163,1,0,2,Regular Loyalists
12702.0,19,1,219.0,18.25,12,219.0,1,3,0,1,One-Time Shoppers
12703.0,70,1,283.55,13.502380952380953,21,283.55,1,3,0,1,One-Time Shoppers
12704.0,6,8,2340.84,26.600454545454546,64,2340.84,163,2,0,0,Premium Bulk Buyers
12705.0,14,9,6868.29,20.56374251497006,228,6868.29,342,2,0,0,Premium Bulk Buyers
12707.0,291,1,603.42,18.285454545454545,33,603.42,1,3,0,1,One-Time Shoppers
12708.0,29,10,2712.91,17.27968152866242,86,2712.91,339,2,0,0,Premium Bulk Buyers
12709.0,14,15,9736.52,46.81019230769231,93,9736.52,352,2,0,0,Premium Bulk Buyers
12710.0,96,3,1149.02,14.922337662337663,75,1149.02,105,1,0,2,Regular Loyalists
