support,itemsets,length
0.028545219080509387,frozenset({'COLOUR GLASS T-LIGHT HOLDER HANGING'}),1
0.032484351392186486,frozenset({'COOK WITH WINE METAL SIGN '}),1
0.024390243902439025,frozenset({'CREAM HEART CARD HOLDER'}),1
0.02401251888625081,frozenset({'CREAM SWEETHEART MINI CHEST'}),1
0.03323980142456292,frozenset({'DOLLY GIRL LUNCH BOX'}),1
0.021422404489531623,frozenset({'DOORMAT FANCY FONT HOME SWEET HOME'}),1
0.025901143967191884,frozenset({'DOORMAT HEARTS'}),1
0.03496654435570904,frozenset({'DOORMAT KEEP CALM AND COME IN'}),1
0.028653140513706023,frozenset({'DOORMAT NEW ENGLAND'}),1
0.03108137276063026,frozenset({'DOORMAT RED RETROSPOT'}),1
0.021854090222318153,frozenset({'DOORMAT SPOTTY HOME SWEET HOME'}),1
0.027843729764731276,frozenset({'DOORMAT UNION FLAG'}),1
0.02039715087416361,frozenset({'EDWARDIAN PARASOL NATURAL'}),1
0.023796676019857545,frozenset({'ENAMEL FLOWER JUG CREAM'}),1
0.020451111590761926,frozenset({'FAWN BLUE HOT WATER BOTTLE'}),1
0.024875890351823873,frozenset({'FELTCRAFT 6 FLOWER FRIENDS'}),1
0.02352687243686596,frozenset({'FELTCRAFT BUTTERFLY HEARTS'}),1
0.02250161882149795,frozenset({'FELTCRAFT CUSHION OWL'}),1
0.021638247355924886,frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'}),1
0.02039715087416361,frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),1
0.03426505503993093,frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),1
0.04079430174832722,frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),1
0.03534426937189726,frozenset({'GIN + TONIC DIET METAL SIGN'}),1
0.0298942369954673,frozenset({'GINGERBREAD MAN COOKIE CUTTER'}),1
0.03728685516943665,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),1
0.027573926181739695,frozenset({'GREY HEART HOT WATER BOTTLE'}),1
0.03075760846104036,frozenset({'GUMBALL COAT RACK'}),1
0.03183682279300669,frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),1
0.025577379667601985,frozenset({'HAND WARMER BIRD DESIGN'}),1
0.030865529894236996,frozenset({'HAND WARMER OWL DESIGN'}),1
0.020019425857975393,frozenset({'HAND WARMER RED LOVE HEART'}),1
0.025415497517807036,frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),1
0.023796676019857545,frozenset({'HAND WARMER UNION JACK'}),1
0.030865529894236996,frozenset({'HANGING HEART JAR T-LIGHT HOLDER'}),1
0.022231815238506366,frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),1
0.04322253399525146,frozenset({'HEART OF WICKER LARGE'}),1
0.05185624865098209,frozenset({'HEART OF WICKER SMALL'}),1
0.03728685516943665,frozenset({'HOME BUILDING BLOCK WORD'}),1
0.027951651197927908,frozenset({'HOMEMADE JAM SCENTED CANDLES'}),1
0.020774875890351825,frozenset({'HOT BATHS METAL SIGN'}),1
0.027250161882149796,frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),1
0.03879775523418951,frozenset({'HOT WATER BOTTLE KEEP CALM'}),1
0.027735808331534644,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),1
0.021098640189941724,frozenset({'IVORY DINER WALL CLOCK'}),1
0.03345564429095618,frozenset({'IVORY KITCHEN SCALES'}),1
0.04683790200733866,frozenset({'JAM MAKING SET PRINTED'}),1
0.04737750917332182,frozenset({'JAM MAKING SET WITH JARS'}),1
0.03502050507230736,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),1
0.031620979926613425,"frozenset({""JUMBO BAG 50'S CHRISTMAS ""})",1
0.040578458881933954,frozenset({'JUMBO BAG ALPHABET'}),1
0.03874379451759119,frozenset({'JUMBO BAG APPLES'}),1
0.024498165335635657,frozenset({'JUMBO BAG DOILEY PATTERNS'}),1
0.022177854521908052,frozenset({'JUMBO BAG OWLS'}),1
0.02536153680120872,frozenset({'JUMBO BAG PEARS'}),1
0.04699978415713361,frozenset({'JUMBO BAG PINK POLKADOT'}),1
0.032484351392186486,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),1
0.08633714655730629,frozenset({'JUMBO BAG RED RETROSPOT'}),1
0.024336283185840708,frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),1
0.025739261817396934,frozenset({'JUMBO BAG SPACEBOY DESIGN'}),1
0.03529030865529894,frozenset({'JUMBO BAG STRAWBERRY'}),1
0.020774875890351825,frozenset({'JUMBO BAG VINTAGE CHRISTMAS '}),1
0.033509605007554503,frozenset({'JUMBO BAG VINTAGE DOILY '}),1
0.04165767321390028,frozenset({'JUMBO BAG VINTAGE LEAF'}),1
0.02654867256637168,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),1
0.042628966112669975,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),1
0.025415497517807036,frozenset({'JUMBO STORAGE BAG SKULLS'}),1
0.041765594647096914,frozenset({'JUMBO STORAGE BAG SUKI'}),1
0.027573926181739695,frozenset({'LARGE WHITE HEART OF WICKER'}),1
0.029948197712065618,frozenset({'LOVE BUILDING BLOCK WORD'}),1
0.024228361752644076,frozenset({'LOVE HOT WATER BOTTLE'}),1
0.05676667386142888,frozenset({'LUNCH BAG  BLACK SKULL.'}),1
0.03491258363911073,frozenset({'LUNCH BAG ALPHABET DESIGN'}),1
0.04672998057414202,frozenset({'LUNCH BAG APPLE DESIGN'}),1
0.052126052233973666,frozenset({'LUNCH BAG CARS BLUE'}),1
0.025037772501618823,frozenset({'LUNCH BAG DOILEY PATTERN '}),1
0.03226850852579322,frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),1
0.050237427153032595,frozenset({'LUNCH BAG PINK POLKADOT'}),1
0.06950140297863155,frozenset({'LUNCH BAG RED RETROSPOT'}),1
0.053313187999136626,frozenset({'LUNCH BAG SPACEBOY DESIGN '}),1
0.048510684221886466,frozenset({'LUNCH BAG SUKI DESIGN '}),1
0.029030865529894236,frozenset({'LUNCH BAG VINTAGE DOILY '}),1
0.03221454780919491,frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'}),1
0.04424778761061947,frozenset({'LUNCH BAG WOODLAND'}),1
0.02719620116555148,frozenset({'LUNCH BOX I LOVE LONDON'}),1
0.05218001295057199,frozenset({'NATURAL SLATE HEART CHALKBOARD '}),1
0.020720915173753508,frozenset({'NO SINGING METAL SIGN'}),1
0.020612993740556876,frozenset({'PACK OF 12 LONDON TISSUES '}),1
0.028761061946902654,frozenset({'PACK OF 20 NAPKINS PANTRY DESIGN'}),1
0.028545219080509387,frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),1
0.036099719404273686,frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),1
0.021962011655514785,frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),1
0.0555255773796676,frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),1
0.026926397582559897,frozenset({'PACK OF 72 SKULL CAKE CASES'}),1
0.020181308007770342,frozenset({'PANTRY MAGNETIC  SHOPPING LIST'}),1
0.030595726311245415,frozenset({'PAPER BUNTING RETROSPOT'}),1
0.0528815022663501,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",1
0.020181308007770342,frozenset({'PAPER CHAIN KIT EMPIRE'}),1
0.02395855816965249,frozenset({'PAPER CHAIN KIT RETROSPOT'}),1
0.03761061946902655,frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),1
0.07441182818907835,frozenset({'PARTY BUNTING'}),1
0.020019425857975393,frozenset({'PARTY METAL SIGN '}),1
0.024498165335635657,frozenset({'PHOTO FRAME CORNICE'}),1
0.024660047485430606,frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),1
0.028868983380099286,frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),1
0.021422404489531623,frozenset({'PINK FAIRY CAKE CHILDRENS APRON'}),1
0.03000215842866393,frozenset({'PINK REGENCY TEACUP AND SAUCER'}),1
0.028113533347722857,frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),1
0.02368875458666091,frozenset({'PLASTERS IN TIN SKULLS'}),1
0.03124325491042521,frozenset({'PLASTERS IN TIN SPACEBOY'}),1
0.024228361752644076,frozenset({'PLASTERS IN TIN STRONGMAN'}),1
0.025901143967191884,frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),1
0.03167494064321174,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),1
0.0374487373192316,frozenset({'PLEASE ONE PERSON METAL SIGN'}),1
0.03410317289013598,frozenset({'POPCORN HOLDER'}),1
0.05930282754154975,frozenset({'POSTAGE'}),1
0.020019425857975393,frozenset({'POTTERING IN THE SHED METAL SIGN'}),1
0.04322253399525146,frozenset({'RABBIT NIGHT LIGHT'}),1
0.044679473343406,frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'}),1
0.023796676019857545,frozenset({'RECIPE BOX RETROSPOT '}),1
0.021962011655514785,frozenset({'RECYCLING BAG RETROSPOT '}),1
0.030271962011655516,frozenset({'RED  HARMONICA IN BOX '}),1
0.022447658104899633,frozenset({'RED DINER WALL CLOCK'}),1
0.036639326570256855,frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),1
0.02417440103604576,frozenset({'RED KITCHEN SCALES'}),1
0.022717461687891214,frozenset({'RED RETROSPOT CAKE STAND'}),1
0.039876969566155836,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),1
0.020774875890351825,frozenset({'RED RETROSPOT PICNIC BAG'}),1
0.020720915173753508,frozenset({'RED RETROSPOT SHOPPER BAG'}),1
0.028167494064321175,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),1
0.09189510036693287,frozenset({'REGENCY CAKESTAND 3 TIER'}),1
0.028761061946902654,frozenset({'RETROSPOT HEART HOT WATER BOTTLE'}),1
0.04440966976041442,frozenset({'RETROSPOT TEA SET CERAMIC 11 PC '}),1
0.04635225555795381,frozenset({'REX CASH+CARRY JUMBO SHOPPER'}),1
0.04225124109648176,frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),1
0.024714008202028924,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),1
0.03210662637599827,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),1
0.035398230088495575,frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),1
0.025091733218217137,frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),1
0.022447658104899633,frozenset({'SET OF 20 KIDS COOKIE CUTTERS'}),1
0.02638679041657673,frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'}),1
0.02687243686596158,frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'}),1
0.06183898122167062,frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),1
0.028113533347722857,frozenset({'SET OF 3 HEART COOKIE CUTTERS'}),1
0.03874379451759119,frozenset({'SET OF 3 REGENCY CAKE TINS'}),1
0.02099071875674509,frozenset({'SET OF 3 WOODEN HEART DECORATIONS'}),1
0.04672998057414202,frozenset({'SET OF 4 PANTRY JELLY MOULDS'}),1
0.035236347938700625,frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN'}),1
0.02719620116555148,frozenset({'SET OF 60 PANTRY DESIGN CAKE CASES '}),1
0.020774875890351825,frozenset({'SET OF TEA COFFEE SUGAR TINS PANTRY'}),1
0.03949924454996762,frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),1
0.04117202676451543,frozenset({'SET/5 RED RETROSPOT LID GLASS BOWLS'}),1
0.021746168789121518,frozenset({'SMALL POPCORN HOLDER'}),1
0.03140513706022016,frozenset({'SMALL WHITE HEART OF WICKER'}),1
0.021260522339736673,frozenset({'SPACEBOY BIRTHDAY CARD'}),1
0.037988344485214764,frozenset({'SPACEBOY LUNCH BOX '}),1
0.05412259874811137,frozenset({'SPOTTY BUNTING'}),1
0.027358083315346428,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),1
0.02654867256637168,frozenset({'STRAWBERRY CHARLOTTE BAG'}),1
0.0229872652708828,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),1
0.020559033023958558,frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),1
0.02746600474854306,frozenset({'TRADITIONAL KNITTING NANCY'}),1
0.02358083315346428,frozenset({'TRAVEL CARD WALLET KEEP CALM'}),1
0.021260522339736673,frozenset({'TRAVEL SEWING KIT'}),1
0.043977984027627884,frozenset({'VICTORIAN GLASS HANGING T-LIGHT'}),1
0.026170947550183465,frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),1
0.03895963738398446,frozenset({'VINTAGE SNAP CARDS'}),1
0.021098640189941724,frozenset({'VINTAGE UNION JACK BUNTING'}),1
0.10635657241528168,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),1
0.02039715087416361,frozenset({'WHITE SKULL HOT WATER BOTTLE '}),1
0.020451111590761926,frozenset({'WHITE WOOD GARDEN PLANT LADDER'}),1
0.02746600474854306,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),1
0.03259227282538312,frozenset({'WOOD BLACK BOARD ANT WHITE FINISH'}),1
0.020127347291172028,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),1
0.024228361752644076,frozenset({'WOODEN BOX OF DOMINOES'}),1
0.04376214116123462,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),1
0.024983811785020505,frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),1
0.04726958774012519,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),1
0.021314483056334987,frozenset({'WOODEN SCHOOL COLOURING SET'}),1
0.02336499028707101,frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),1
0.028653140513706023,frozenset({'WOODLAND CHARLOTTE BAG'}),1
0.025469458234405353,frozenset({'WORLD WAR 2 GLIDERS ASSTD DESIGNS'}),1
0.02568530110079862,frozenset({'ZINC METAL HEART DECORATION'}),1
0.028599179797107705,"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE GREEN'})",2
0.021368443772933305,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED '})",2
0.022879343837686163,"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",2
0.024983811785020505,"frozenset({'GARDENERS KNEELING PAD KEEP CALM ', 'GARDENERS KNEELING PAD CUP OF TEA '})",2
0.024821929635225556,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",2
0.020181308007770342,"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})",2
0.029192747679689185,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",2
0.021962011655514785,"frozenset({'HEART OF WICKER SMALL', 'HEART OF WICKER LARGE'})",2
0.02946255126268077,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",2
0.022339736671703,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG STRAWBERRY'})",2
0.021368443772933305,"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",2
0.02341895100366933,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",2
0.02293330455428448,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",2
0.022717461687891214,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",2
0.025037772501618823,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",2
0.027897690481329594,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",2
0.022555579538096265,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN '})",2
0.022069933088711417,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SUKI DESIGN '})",2
0.02099071875674509,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG APPLE DESIGN'})",2
0.023041225987481113,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE'})",2
0.024714008202028924,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})",2
0.021098640189941724,"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN '})",2
0.021044679473343406,"frozenset({'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG CARS BLUE'})",2
0.028221454780919492,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",2
0.025199654651413772,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN '})",2
0.02428232246924239,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN '})",2
0.02336499028707101,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG WOODLAND'})",2
0.02039715087416361,"frozenset({'LUNCH BAG SUKI DESIGN ', 'LUNCH BAG SPACEBOY DESIGN '})",2
0.021854090222318153,"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG SPACEBOY DESIGN '})",2
0.024336283185840708,"frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS', ""PAPER CHAIN KIT 50'S CHRISTMAS ""})",2
0.02099071875674509,"frozenset({'PARTY BUNTING', 'SPOTTY BUNTING'})",2
0.02352687243686596,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",2
0.024552126052233975,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'RED HANGING HEART T-LIGHT HOLDER'})",2
0.0226635009712929,"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",2
0.025253615368012086,"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WOODEN PICTURE FRAME WHITE FINISH'})",2
0.021044679473343406,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",3
